TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"190-502-2026","2026-02-19 13:38:35","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1072194","78.89","78.89","1 B/R","P2-58","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-503-2026","2026-02-19 10:36:54","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1340000","66.54","66.54","1 B/R","M-3A-071","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Rosewater"
"190-505-2026","2026-02-19 14:29:28","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","640000","57.72","57.72","1 B/R","BZ2F46","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - AFNAN"
"190-508-2026","2026-02-19 11:12:30","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI WATER CANAL","Unit","Flat","2843956","185.43","185.43","2 B/R","B-116","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","","Eden House The Canal"
"190-509-2026","2026-02-19 12:11:30","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","558959","35.28","35.28","Studio","G-38","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-511-2026","2026-02-20 11:38:02","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Jumeirah First","Unit","Flat","3920000","133.92","133.92","2 B/R","B1-093","","","","0","0","","PORT DE LA MER - LE SOLEIL "
"190-512-2026","2026-02-19 11:41:12","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1200000","107.06","107.06","2 B/R","P-37","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-514-2026","2026-02-19 12:44:52","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","760000","57.48","57.48","1 B/R","G-06","","","","0","0","","HOLLAND GARDENS "
"190-515-2026","2026-02-19 13:14:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","546392","81.73","81.73","1 B/R","P2-150","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-519-2026","2026-02-20 10:29:14","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","687000","69.62","69.62","1 B/R","G-10","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Marina Living"
"190-522-2026","2026-02-20 10:51:20","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1080000","97.03","97.03","2 B/R","G-128","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Gardenia Livings"
"190-523-2026","2026-02-20 10:55:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","2931842","173.82","173.82","3 B/R","M-34,M-35","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","0","0","","1 Residences "
"190-524-2026","2026-02-20 11:07:56","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3654000","203.34","203.34","3 B/R","P3-48, P3-49","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Imperial  Avenue"
"190-525-2026","2026-02-20 12:09:19","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","716000","63.22","63.22","1 B/R","BZ3K32","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
"190-526-2026","2026-02-20 11:28:22","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","674333","104.48","104.48","2 B/R","G-134","","","","0","0","","HOLLAND GARDENS "
"190-528-2026","2026-02-23 11:09:10","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1200000","77.89","77.89","1 B/R","P2-24","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-532-2026","2026-02-20 11:59:38","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","680000","65.05","65.05","1 B/R","P1-44","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Rise Residences"
"190-533-2026","2026-02-20 12:02:21","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","513500","38.2","38.2","Studio","G-71","","","","0","0","","MAG EYE Phase 1"
"190-535-2026","2026-02-20 12:09:12","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","740000","118.51","118.51","2 B/R","P1-66","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Hadley Heights"
"190-536-2026","2026-02-20 12:24:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3623750","203.14","203.14","3 B/R","P3-76, P3-77","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Imperial  Avenue"
"190-537-2026","2026-02-20 12:29:19","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3000000","151.59","151.59","2 B/R","B2-159","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","","BLVD HEIGHTS"
"190-538-2026","2026-02-20 14:23:42","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","592000","35.63","35.63","Studio","B1-40","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Aurora"
"190-542-2026","2026-02-23 10:47:49","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","2480000","167.85","167.85","3 B/R","PH2-B-215, PH2-B-216","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","ALANDALUS BUILDING E"
"190-543-2026","2026-02-23 10:50:36","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","1040000","76.35","76.35","1 B/R","PH3-G-37","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"190-544-2026","2026-02-23 11:33:52","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","500000","78.25","78.25","1 B/R","P-2","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","AVENUE RESIDENCE 5"
"190-546-2026","2026-02-23 12:05:36","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1024000","75.78","75.78","1 B/R","P-56","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","JANNAT","Emerald Vision Tower "
"190-547-2026","2026-02-23 12:22:50","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","704000","52.33","52.33","1 B/R","P4-36","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","CLOUD Tower "
"190-548-2026","2026-02-23 14:31:08","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Warsan First","Unit","Flat","1080000","112.71","112.71","2 B/R","G-35","Rashidiya Metro Station","City Centre Mirdif","","0","0","","Petalz By Danube"
"190-549-2026","2026-02-23 13:38:30","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","288000","34.06","34.06","Studio","B1-225","Dubai Internet City","","Motor City","0","0","","Azizi Mirage 1"
"190-551-2026","2026-02-23 14:36:40","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2483000","174.28","174.28","3 B/R","G-3B-123, G-3B-124","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Grove"
"190-553-2026","2026-02-24 10:38:25","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","944000","48.07","48.07","1 B/R","P1-22","","","","0","0","","Sobha Hartland - The Crest"
"190-554-2026","2026-02-24 10:31:31","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","3120000","113.3","113.3","2 B/R","P02-074","","","","0","0","","Beach Mansion"
"190-559-2026","2026-02-24 12:40:30","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1106000","100.03","100.03","2 B/R","G-180","","","","0","0","","HOLLAND GARDENS "
"190-560-2026","2026-02-24 13:27:38","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","660455","128.58","128.58","3 B/R","B3-50","","","IMG World Adventures","0","0","","THE V TOWER"
"190-561-2026","2026-02-25 09:01:51","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1280271","110.17","110.17","2 B/R","P-33","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-562-2026","2026-02-25 10:19:30","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1320000","116.46","116.46","2 B/R","G-56","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","AMALIA RESIDENCES"
"190-566-2026","2026-02-25 12:41:42","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1344000","104.98","104.98","2 B/R","P1-20","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Adhara Star"
"190-567-2026","2026-02-25 12:56:06","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","498000","47.95","47.95","Studio","G-388","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Opalz By Danube"
"190-568-2026","2026-02-25 13:05:36","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1104000","85.84","85.84","1 B/R","P3-04","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Royale"
"190-569-2026","2026-02-25 15:58:03","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1034814","132.13","132.13","2 B/R","P1-49","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Hadley Heights"
"190-572-2026","2026-02-26 09:51:45","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","485822","78.88","78.88","1 B/R","P3-83","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-576-2026","2026-02-26 11:10:28","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2360000","118.21","118.21","2 B/R","P2-228","","","","0","0","","Sobha Hartland - The Crest"
"190-577-2026","2026-02-26 11:08:20","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1224000","100.05","100.05","2 B/R","G-139","","","","0","0","","HOLLAND GARDENS "
"190-578-2026","2026-02-26 11:29:14","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1720000","64.99","64.99","1 B/R","B1-A76","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Palace Residences - Dubai Creek Harbour"
"190-580-2026","2026-02-26 12:25:07","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","512000","39.25","39.25","Studio","P3-119","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Rise Residences"
"190-581-2026","2026-02-26 12:24:02","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","790000","132.19","132.19","2 B/R","P2-06","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Hadley Heights"
"190-587-2026","2026-02-26 14:29:45","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","500000","98.98","98.98","2 B/R","G-142","","","","0","0","","HOLLAND GARDENS "
"190-588-2026","2026-02-26 14:12:50","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","650000","57.06","57.06","1 B/R","G-247","","","","0","0","","HOLLAND GARDENS "
"190-590-2026","2026-02-26 15:53:56","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4620000","204.91","204.91","3 B/R","P04-033,P04-034","","","","0","0","","Beach Mansion"
"190-594-2026","2026-02-27 11:54:10","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Um Suqaim Third","Unit","Flat","1365400","68.71","68.71","1 B/R","B-295","","","","0","0","","Al Jazi - Madinat Jumeriah Living "
"190-598-2026","2026-02-27 10:57:24","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","768000","61.34","61.34","1 B/R","G-14","","","","0","0","","HOLLAND GARDENS "
"190-601-2026","2026-02-27 11:09:47","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1600000","115.25","115.25","2 B/R","P1-99","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Creek Vistas Grande"
"190-603-2026","2026-02-27 11:32:02","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1184000","100.63","100.63","2 B/R","G-151","","","","0","0","","HOLLAND GARDENS "
"190-604-2026","2026-02-27 11:46:42","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","MAJAN","Unit","Flat","784000","70.63","70.63","1 B/R","G-112","","","IMG World Adventures","0","0","","THE HAVEN"
"190-608-2026","2026-02-27 11:48:01","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI WATER CANAL","Unit","Flat","2525000","174.53","174.53","2 B/R","B-109","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","","Eden House The Canal"
"190-609-2026","2026-02-27 12:50:56","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","1456755","114.5","114.5","2 B/R","P07-053","","","","0","0","","Beach Mansion"
"190-612-2026","2026-03-02 15:36:10","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","495000","51.1","51.1","1 B/R","P4-88","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SKYZ By Danube"
"190-615-2026","2026-02-27 14:14:45","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","1950000","79.27","79.27","1 B/R","L3-16","","","","0","0","","Palace Beach Residence"
"190-617-2026","2026-02-27 15:13:28","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","6952321","345.82","345.82","4 B/R","B-119,B-119A","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","MULBERRY at PARK HEIGHTS"
"190-620-2026","2026-03-02 12:33:54","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","814824","72.02","72.02","1 B/R","G-17","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-623-2026","2026-03-02 12:21:42","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1147144","158.99","158.99","3 B/R","P4-68,P4-69","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-624-2026","2026-03-02 13:47:46","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","448000","41.16","41.16","Studio","P2-08","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Marwa Heights"
"190-625-2026","2026-03-03 11:30:23","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1120000","96.21","96.21","2 B/R","G-112","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Gardenia Livings"
"190-626-2026","2026-03-06 14:23:07","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SILICON OASIS","Unit","Flat","1232000","121","121","2 B/R","G-90","","","IMG World Adventures","0","0","","AURA ELEGANCE"
"190-628-2026","2026-03-03 11:08:06","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","751554","115.63","115.63","2 B/R","P4-87","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-631-2026","2026-03-04 12:10:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","640000","64.72","64.72","1 B/R","A05-G-43","","","Motor City","0","0","","Remraam - Al Ramth"
"190-633-2026","2026-03-04 12:04:18","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Hotel Rooms","776000","70.32","70.32","2 B/R","EU","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","The Community"
"190-635-2026","2026-03-04 11:33:09","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","MINA RASHID","Unit","Flat","344365","76.07","76.07","1 B/R","B1-232","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Seagate"
"190-636-2026","2026-03-05 10:08:21","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","501376","36.22","36.22","Studio","G-16","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-637-2026","2026-03-04 14:44:15","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","830857","74.16","74.16","1 B/R","G-62","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-638-2026","2026-03-04 13:49:03","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","600000","44.33","44.33","1 B/R","P-52","","","Dubai Cycling Course","0","0","","UNA"
"190-639-2026","2026-03-05 09:41:41","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1077391","219.17","219.17","3 B/R","G-82, G-83","","","","0","0","","HOLLAND GARDENS "
"190-641-2026","2026-03-05 09:38:18","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","551944","110.9","110.9","2 B/R","G-159","","","","0","0","","HOLLAND GARDENS "
"190-642-2026","2026-03-05 10:56:20","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","750000","107.06","107.06","2 B/R","P-58","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-643-2026","2026-03-05 11:18:45","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1456000","115.01","115.01","2 B/R","P2-17","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Adhara Star"
"190-644-2026","2026-03-05 11:19:10","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1647848.78","115.22","115.22","2 B/R","P-46","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK LANE 2 BY HEILBRONN"
"190-645-2026","2026-03-05 12:02:16","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","840000","73.09","73.09","1 B/R","GZ4B18","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - MESK"
"190-646-2026","2026-03-05 12:36:29","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","484000","33.82","33.82","Studio","P2-70","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SKYZ By Danube"
"190-647-2026","2026-03-05 12:59:55","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","375000","31.97","31.97","Studio","P2-76","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SKYZ By Danube"
"190-648-2026","2026-03-05 13:14:21","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","640000","51.1","51.1","1 B/R","P2-72","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SKYZ By Danube"
"190-649-2026","2026-03-05 13:00:48","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1400000","128.37","128.37","2 B/R","P-38","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-651-2026","2026-03-06 10:43:21","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1320000","129.28","129.28","2 B/R","G-102","","","","0","0","","The Hamilton"
"190-653-2026","2026-03-06 10:44:43","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","664000","73.41","73.41","1 B/R","B2-36","","","IMG World Adventures","0","0","","THE V TOWER"
"190-654-2026","2026-03-09 16:34:25","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","715000","64.19","64.19","1 B/R","P3-146","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","CONCEPT 7 RESIDENCES "
"190-655-2026","2026-03-06 10:38:48","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1078030","74.45","74.45","1 B/R","B2-85","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-656-2026","2026-03-06 13:37:38","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1069248","105.94","105.94","2 B/R","P2-196","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Marina Living"
"190-658-2026","2026-03-06 11:44:22","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1000000","78.88","78.88","1 B/R","P2-18","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-659-2026","2026-03-06 11:47:16","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1055219","78.89","78.89","1 B/R","P3-50","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-660-2026","2026-03-06 11:47:42","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1038400","125.02","125.02","3 B/R","P3-08,P3-09","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-661-2026","2026-03-06 12:22:34","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1137500","112.15","112.15","2 B/R","B-49","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","AMALIA RESIDENCES"
"190-662-2026","2026-03-06 13:14:16","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","620000","66.85","66.85","1 B/R","B1-79","","","IMG World Adventures","0","0","","THE V TOWER"
"190-664-2026","2026-03-06 13:29:14","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SILICON OASIS","Unit","Flat","1140000","111.6","111.6","2 B/R","G-92","","","IMG World Adventures","0","0","","AURA ELEGANCE"
"190-665-2026","2026-03-06 13:35:46","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1016000","79.72","79.72","1 B/R","B-79","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","ELEVATE by Prescott"
"190-666-2026","2026-03-06 14:52:03","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","663464","101.05","101.05","2 B/R","B2-73","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-669-2026","2026-03-09 09:52:59","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","980505","72.75","72.75","1 B/R","P-55","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK LANE 2 BY HEILBRONN"
"190-670-2026","2026-03-09 09:41:44","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","2160000","216.44","216.44","3 B/R","G-63, G-64","","","","0","0","","HOLLAND GARDENS "
"190-671-2026","2026-03-09 10:23:26","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1040000","73.47","73.47","1 B/R","P-51","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK LANE 2 BY HEILBRONN"
"190-673-2026","2026-03-09 10:29:18","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","715000","79.79","79.79","1 B/R","G-25","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
"190-675-2026","2026-03-09 11:47:22","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","760000","57.08","57.08","1 B/R","G-51","","","","0","0","","HOLLAND GARDENS "
"190-677-2026","2026-03-09 19:56:03","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","352000","59.16","59.16","1 B/R","G-214","","","","0","0","","HOLLAND GARDENS "
"190-679-2026","2026-03-09 11:57:16","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SILICON OASIS","Unit","Flat","1260000","119.87","119.87","2 B/R","G-11,GT-01","","","IMG World Adventures","0","0","","AURA ELEGANCE"
"190-680-2026","2026-03-09 11:38:48","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","880000","74.16","74.16","1 B/R","G-23","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Viera Residences"
