TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"13-7650-2026","2026-03-16 11:51:43","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2200000","300","300","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"13-7652-2026","2026-03-13 10:41:22","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2400000","174","174","3 B/R","","","","","0","0","","The Valley - Talia"
"13-7653-2026","2026-03-13 11:20:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3000000","259.83","259.83","4 B/R","","","","","0","0","","SHAMS TOWNHOUSES"
"13-7675-2026","2026-03-13 11:10:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2400000","259.79","259.79","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 15"
"13-7678-2026","2026-03-13 10:49:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2800000","264.29","264.29","3 B/R","","","","","0","0","","The Pulse- Beachfront"
"13-7683-2026","2026-03-13 11:31:59","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2680000","207.63","207.63","4 B/R","","","","Dubai Cycling Course","0","0","","SAFI TOWNHOUSES"
"13-7688-2026","2026-03-13 11:30:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","2480000","248.18","248.18","4 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 3"
"13-7694-2026","2026-03-16 14:16:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3815000","358.44","358.44","3 B/R","","","","Global Village","0","0","",""
"13-7719-2026","2026-03-13 12:53:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1800000","141.04","141.04","3 B/R","","","","Al Makhtoum International Airport","0","0","","Greenview"
"13-7739-2026","2026-03-13 15:05:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE FIELD","Building","Villa","3217500","389.94","389.94","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"13-7763-2026","2026-03-13 17:12:39","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1444000","231.01","231.01","4 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 2"
"13-7784-2026","2026-03-15 10:38:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","1000000","148.22","148.22","4 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK VILLA'S"
"13-7786-2026","2026-03-16 09:17:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","500000","144.47","144.47","3 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 3"
"13-7789-2026","2026-03-16 09:48:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","4040000","255.02","255.02","3 B/R","","","","Motor City","0","0","",""
"13-7791-2026","2026-03-16 09:54:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Building","Villa","2641000","239.68","239.68","3 B/R","","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA"
"13-7799-2026","2026-03-16 10:05:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE FIELD","Building","Villa","2560000","187.2","187.2","3 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"13-7801-2026","2026-03-16 10:35:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","3195000","202","202","3 B/R","","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-7806-2026","2026-03-16 10:42:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","3776000","224","224","4 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-7829-2026","2026-03-16 12:21:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TILAL AL GHAF","Building","Villa","3344500","140.42","140.42","3 B/R","","","","","0","0","","Elan"
"13-7830-2026","2026-03-16 11:36:43","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2600000","230","230","4 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta B"
"13-7834-2026","2026-03-16 12:12:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3173000","230","230","4 B/R","","","","IMG World Adventures","0","0","","La Rosa 5"
"13-7845-2026","2026-03-16 11:52:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","2720000","162.92","162.92","4 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","THE HABITAT"
"13-7850-2026","2026-03-16 13:00:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","3120000","397.34","397.34","3 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 2"
"13-7872-2026","2026-03-16 13:48:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2984000","230","230","4 B/R","","","","IMG World Adventures","0","0","","La Rosa 5"
"13-7876-2026","2026-03-16 13:44:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","1770000","289.5","289.5","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 2"
"13-7882-2026","2026-03-16 14:23:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES II","Building","Villa","2820000","304.93","304.93","4 B/R","","","","Motor City","0","0","","AR II Camelia"
"13-7894-2026","2026-03-16 15:33:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2000000","161.01","161.01","2 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"13-7915-2026","2026-03-17 09:51:27","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2800000","171.26","171.26","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-7917-2026","2026-03-17 09:38:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH GOLF","Building","Villa","3087500","151.81","151.81","3 B/R","","Damac Properties","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","JASMINE LANE"
"13-7918-2026","2026-03-17 10:03:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","2715600","170","170","3 B/R","","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-7919-2026","2026-03-17 10:24:43","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SERENA","Building","Villa","2150000","186.3","186.3","3 B/R","","","","Hamdan Sports Complex","0","0","","Serena Casa Dora"
"13-7933-2026","2026-03-17 11:13:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2440000","176.9","176.9","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"13-7936-2026","2026-03-17 10:39:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","3040000","169.42","169.42","3 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-7943-2026","2026-03-17 10:56:49","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3480000","352.41","352.41","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"13-7953-2026","2026-03-17 14:47:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE FIELD","Building","Villa","3000000","187.22","187.22","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"13-7971-2026","2026-03-17 12:51:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2320000","174","174","3 B/R","","","","","0","0","","The Valley - Talia"
"13-7972-2026","2026-03-17 13:04:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","3960000","155.12","155.12","4 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-7979-2026","2026-03-17 12:08:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2412800","145.58","145.58","3 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches lll - Ruba"
"13-7985-2026","2026-03-18 12:44:04","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","3900000","219.65","219.65","5 B/R","","","","","0","0","","Aura"
"13-7990-2026","2026-03-17 13:41:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3960000","389.93","389.93","4 B/R","","","","","0","0","","Arabian Ranches lll - June"
"13-7991-2026","2026-03-18 15:32:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","2960000","257.49","257.49","4 B/R","","","","","0","0","","The Valley-Nara"
"13-7999-2026","2026-03-17 13:40:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2200000","174","174","3 B/R","","","","","0","0","","The Valley - Orania"
"13-8007-2026","2026-03-17 13:46:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2142000","188.4","188.4","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"13-8012-2026","2026-03-17 14:29:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MBR DISTRICT 7","Building","Villa","3144000","135.68","135.68","3 B/R","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","MAG EYE Phase 1"
"13-8014-2026","2026-03-17 19:31:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","1600000","256.59","256.59","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 12"
"13-8015-2026","2026-03-17 15:35:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Building","Villa","10000000","797.46","797.46","4 B/R","","Dubai Internet City","Mall of the Emirates","Motor City","0","0","",""
"13-8016-2026","2026-03-17 15:39:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2840000","186.03","186.03","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 12"
"13-8035-2026","2026-03-17 16:31:08","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TILAL AL GHAF","Building","Villa","2500000","202.06","202.06","4 B/R","","","","","0","0","","Elan"
"13-8039-2026","2026-03-18 09:41:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","2760000","168.57","168.57","3 B/R","","","","","0","0","","Mudon Al Ranim 2"
"13-8040-2026","2026-03-18 09:45:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1920000","144.7","144.7","3 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside"
"13-8041-2026","2026-03-18 09:38:54","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2240000","174.79","174.79","3 B/R","","","","","0","0","","The Valley - Talia"
"13-8054-2026","2026-03-18 10:23:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","1050000","205.96","205.96","3 B/R","","","","","0","0","","REEM TOWNHOUSES"
"13-8056-2026","2026-03-18 10:17:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2280000","167.59","167.59","3 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta 3"
"13-8058-2026","2026-03-18 10:29:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2980000","300.01","300.01","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 10"
"13-8063-2026","2026-03-18 10:44:30","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","1500000","391.11","391.11","3 B/R","","","","Global Village","0","0","",""
"13-8077-2026","2026-03-18 11:31:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3700000","194.51","194.51","3 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"13-8079-2026","2026-03-18 11:22:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2480000","201.6","201.6","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 1"
"13-8098-2026","2026-03-18 11:42:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","1149000","285.46","285.46","4 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE HAYAT"
"13-8103-2026","2026-03-18 12:07:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2880000","261.64","261.64","4 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"13-8104-2026","2026-03-18 11:55:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TILAL AL GHAF","Building","Villa","3064000","140.43","140.43","3 B/R","","","","","0","0","","Elan"
"13-8121-2026","2026-03-18 12:15:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","4425000","280.6","280.6","5 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"13-8144-2026","2026-03-18 14:44:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2960000","172.48","172.48","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 11"
"13-8146-2026","2026-03-18 13:04:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1180000","230","230","4 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta B"
"13-8165-2026","2026-03-18 14:31:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SERENA","Building","Villa","1086000","282.04","282.04","3 B/R","","","","Hamdan Sports Complex","0","0","","Serena - Casa Viva "
"13-8172-2026","2026-03-18 15:02:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","1398270","201.64","201.64","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"14-160-2026","2026-02-02 11:37:33","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3300000","308.65","308.65","4 B/R","","","","IMG World Adventures","0","0","","La Rosa 5"
"14-161-2026","2026-02-02 13:39:06","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","CHERRYWOODS","Building","Villa","2560000","180","180","3 B/R","","","","Dubai Cycling Course","0","0","","Cherrywoods"
"14-171-2026","2026-02-05 10:24:36","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","2500000","341.33","341.33","3 B/R","","","","Motor City","0","0","",""
"14-178-2026","2026-02-06 13:23:09","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3729041","281.16","281.16","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"14-188-2026","2026-02-11 15:16:42","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","4800000","223.13","223.13","3 B/R","","","","Global Village","0","0","",""
"14-189-2026","2026-02-11 10:07:03","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1770000","240.47","240.47","4 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta 3"
"14-203-2026","2026-02-13 11:42:14","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","1349150","140.43","140.43","3 B/R","","","","","0","0","","Aura"
"14-215-2026","2026-02-17 11:34:49","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3420000","271.27","271.27","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"14-221-2026","2026-02-17 10:11:39","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","1759540","140.43","140.43","3 B/R","","","","","0","0","","Aura"
"14-230-2026","2026-02-17 14:14:25","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3789300","255","255","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 1"
"14-232-2026","2026-02-19 00:32:13","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","LIVING LEGENDS","Building","Villa","1500000","182.7","182.7","3 B/R","","","","Global Village","0","0","","The Eugene Townhouses"
"14-251-2026","2026-02-23 13:02:42","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","MIRA","Building","Villa","2380000","370.21","370.21","4 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 2"
"14-264-2026","2026-02-26 09:27:33","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","4223270","583.3","583.3","3 B/R","","","","Motor City","0","0","",""
"14-268-2026","2026-02-25 11:47:49","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","PALM JUMEIRAH","Building","Villa","220000000","2335.86","2335.86","6 B/R","","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","EOME"
"14-277-2026","2026-02-26 13:08:30","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2400000","255.11","255.11","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"14-282-2026","2026-02-26 14:22:30","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","2520000","235.39","235.39","4 B/R","","","","","0","0","","La Rosa 4"
"14-289-2026","2026-02-27 12:53:42","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2280000","212.78","212.78","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE HAYAT"
"14-298-2026","2026-03-02 15:36:31","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","SERENA","Building","Villa","2322900","282.88","282.88","3 B/R","","","","Hamdan Sports Complex","0","0","","Serena - Casa Viva "
"14-312-2026","2026-03-05 10:37:05","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","1680000","172.5","172.5","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 8"
"14-329-2026","2026-03-10 11:34:05","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1645000","288.38","288.38","4 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta A "
"14-338-2026","2026-03-10 15:33:28","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","1880000","153.17","153.17","3 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside"
"14-341-2026","2026-03-11 09:52:04","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","MIRA","Building","Villa","2100000","289.71","289.71","4 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 3"
"14-343-2026","2026-03-11 13:57:19","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2240000","190.82","190.82","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"14-344-2026","2026-03-11 14:24:08","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1380000","164.26","164.26","2 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"14-345-2026","2026-03-11 14:27:47","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2380000","178.02","178.02","4 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"14-348-2026","2026-03-12 10:13:17","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3206000","297.16","297.16","4 B/R","","","","IMG World Adventures","0","0","","La Rosa"
"14-372-2026","2026-03-17 11:03:30","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","MOTOR CITY","Building","Villa","3960000","239.99","239.99","3 B/R","","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA"
"14-378-2026","2026-03-18 11:30:24","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","1700000","190.82","190.82","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"190-343-2026","2026-02-02 14:46:47","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2850000","252.96","252.96","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"190-360-2026","2026-02-04 12:43:39","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","3039200","154.71","154.71","4 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Celeste by Westar"
"190-362-2026","2026-02-04 15:25:00","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","TILAL AL GHAF","Building","Villa","3354750","201.92","201.92","4 B/R","","","","","0","0","","Elan"
"190-368-2026","2026-02-05 12:00:26","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","CHERRYWOODS","Building","Villa","2600000","179.99","179.99","3 B/R","","","","Dubai Cycling Course","0","0","","Cherrywoods"
"190-369-2026","2026-02-05 11:41:32","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","376516","52.88","52.88","1 B/R","","","","","0","0","","Rukan 3"
"190-375-2026","2026-02-05 16:51:31","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","THE FIELD","Building","Villa","2388750","187.48","187.48","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"190-380-2026","2026-02-06 09:34:57","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3640000","315.09","315.09","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"190-388-2026","2026-02-06 11:37:07","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3815000","302.3","302.3","4 B/R","","","","","0","0","","Arabian Ranches lll - June"
"190-390-2026","2026-02-06 12:39:45","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","3760000","248.86","248.86","4 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches lll - Ruba"
"190-392-2026","2026-02-06 13:23:11","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","2280000","174","174","3 B/R","","","","","0","0","","The Valley-Nara"
"190-407-2026","2026-02-09 14:21:38","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","4515000","228.1","228.1","5 B/R","","","","","0","0","","Aura"
"190-409-2026","2026-02-09 14:44:03","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","1264400","230.32","230.32","4 B/R","","","","","0","0","","Aura"
"190-417-2026","2026-02-11 12:21:36","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","THE FIELD","Building","Villa","2824000","187.22","187.22","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"190-419-2026","2026-02-10 12:41:53","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2500000","176.9","176.9","3 B/R","","","","","0","0","","The Valley - Orania"
"190-424-2026","2026-02-10 12:03:45","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3960000","478.53","478.53","4 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"190-433-2026","2026-02-11 13:53:36","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","1790000","349.78","349.78","4 B/R","","","","","0","0","","The Pulse- Beachfront"
"190-437-2026","2026-02-12 11:15:07","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4060000","391.9","391.9","5 B/R","","","","","0","0","","The Pulse Beachfront 3 "
"190-450-2026","2026-02-13 10:31:44","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3380000","325.87","325.87","4 B/R","","","","","0","0","","The Pulse- Beachfront"
"190-453-2026","2026-02-13 14:50:42","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","2944000","257.52","257.52","4 B/R","","","","","0","0","","The Valley-Nara"
"190-471-2026","2026-02-16 17:08:25","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","4165000","237.88","237.88","5 B/R","","","","","0","0","","Aura"
"190-483-2026","2026-02-17 15:31:20","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3080000","234.8","234.8","4 B/R","","","","IMG World Adventures","0","0","","La Rosa"
"190-501-2026","2026-02-19 10:20:39","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2600000","372.97","372.97","4 B/R","","","","","0","0","","The Pulse Beachfront 2"
"190-506-2026","2026-02-19 20:30:14","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","1144000","140.43","140.43","3 B/R","","","","","0","0","","Aura"
"190-507-2026","2026-02-19 12:06:26","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","3225000","142.92","142.92","4 B/R","","","","","0","0","","Arabain Ranches lll - Bliss"
"190-510-2026","2026-02-19 12:01:06","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2480000","128.58","128.58","3 B/R","","","","Global Village","0","0","","Arabian Ranches III - SUN"
